drg,sc,ligand,receptor,pathway,modality,value
Atf3/S100b/Gal,Excit-22,Adcyap1,Adcyap1r1,PACAP,pain,0.3245841474807052
Atf3/S100b/Gal,Excit-24,Adcyap1,Adcyap1r1,PACAP,pain,0.06398025041497707
Atf3/S100b/Gal,Excit-25,Adcyap1,Adcyap1r1,PACAP,pain,0.10390311978321332
Atf3/S100b/Gal,Excit-29,Adcyap1,Adcyap1r1,PACAP,pain,0.14644178803304678
Atf3/S100b/Gal,Excit-30,Adcyap1,Adcyap1r1,PACAP,pain,0.12084902139686735
Atf3/S100b/Gal,Excit-31,Adcyap1,Adcyap1r1,PACAP,pain,0.1559708574140426
Atf3/S100b/Gal,Excit-32,Adcyap1,Adcyap1r1,PACAP,pain,0.12169606515157652
Atf3/S100b/Gal,Excit-34,Adcyap1,Adcyap1r1,PACAP,pain,0.14092998257091569
Atf3/S100b/Gal,Excit-38,Adcyap1,Adcyap1r1,PACAP,pain,0.24502686750685077
Atf3/S100b/Gal,Inhib-01,Adcyap1,Adcyap1r1,PACAP,pain,0.14810517990630678
Atf3/S100b/Gal,Inhib-02,Adcyap1,Adcyap1r1,PACAP,pain,0.06891393697340854
Atf3/S100b/Gal,Inhib-03,Adcyap1,Adcyap1r1,PACAP,pain,0.06113815992967793
Atf3/S100b/Gal,Inhib-04,Adcyap1,Adcyap1r1,PACAP,pain,0.1621529703563682
Atf3/S100b/Gal,Inhib-05,Adcyap1,Adcyap1r1,PACAP,pain,0.19706219192753768
Atf3/S100b/Gal,Inhib-06,Adcyap1,Adcyap1r1,PACAP,pain,0.09709907081931617
Atf3/S100b/Gal,Inhib-07,Adcyap1,Adcyap1r1,PACAP,pain,0.05833508826133458
Atf3/S100b/Gal,Inhib-08,Adcyap1,Adcyap1r1,PACAP,pain,0.11989727647531762
Atf3/S100b/Gal,Inhib-09,Adcyap1,Adcyap1r1,PACAP,pain,0.14960025384305475
Atf3/S100b/Gal,Inhib-11,Adcyap1,Adcyap1r1,PACAP,pain,0.15919956903864377
Atf3/S100b/Gal,Inhib-12,Adcyap1,Adcyap1r1,PACAP,pain,0.14667381692029968
Atf3/S100b/Gal,Inhib-14,Adcyap1,Adcyap1r1,PACAP,pain,0.14461352969585514
Atf3/S100b/Gal,Inhib-15,Adcyap1,Adcyap1r1,PACAP,pain,0.16820634179129246
Atf3/S100b/Gal,Inhib-16,Adcyap1,Adcyap1r1,PACAP,pain,0.09943730628747595
Atf3/S100b/Gal,Inhib-17,Adcyap1,Adcyap1r1,PACAP,pain,0.06258499698788678
Atf3/S100b/Gal,Inhib-18,Adcyap1,Adcyap1r1,PACAP,pain,0.18963607925737502
Atf3/S100b/Gal,Inhib-19,Adcyap1,Adcyap1r1,PACAP,pain,1.0
Atf3/S100b/Gal,Inhib-22,Adcyap1,Adcyap1r1,PACAP,pain,0.13152576098147595
Atf3/S100b/Gal,Inhib-23,Adcyap1,Adcyap1r1,PACAP,pain,0.22327420343117
Atf3/S100b/Gal,Inhib-24,Adcyap1,Adcyap1r1,PACAP,pain,0.1237771389012215
Atf3/S100b/Gal,MN-alpha,Adcyap1,Adcyap1r1,PACAP,pain,0.1658434586491076
Atf3/S100b/Gal,MN-gamma,Adcyap1,Adcyap1r1,PACAP,pain,0.15513540221386482
Atf3/S100b/Gal,PGC,Adcyap1,Adcyap1r1,PACAP,pain,0.1537184743480569
Cldn9,Excit-01,Adcyap1,Adcyap1r1,PACAP,pain,0.054575441752978286
Cldn9,Excit-02,Adcyap1,Adcyap1r1,PACAP,pain,0.1752681931995901
Cldn9,Excit-05,Adcyap1,Adcyap1r1,PACAP,pain,0.07890260369009407
Cldn9,Excit-12,Adcyap1,Adcyap1r1,PACAP,pain,0.07752659834908164
Cldn9,Excit-13,Adcyap1,Adcyap1r1,PACAP,pain,0.15271221653952813
Cldn9,Excit-14,Adcyap1,Adcyap1r1,PACAP,pain,0.13223740025050318
Cldn9,Excit-18,Adcyap1,Adcyap1r1,PACAP,pain,0.07611088400592371
Cldn9,Excit-19,Adcyap1,Adcyap1r1,PACAP,pain,0.07748055052585802
Cldn9,Excit-21,Adcyap1,Adcyap1r1,PACAP,pain,0.0862351622314538
Cldn9,Excit-22,Adcyap1,Adcyap1r1,PACAP,pain,0.18911494586811836
Cldn9,Excit-25,Adcyap1,Adcyap1r1,PACAP,pain,0.06053786984313235
Cldn9,Excit-29,Adcyap1,Adcyap1r1,PACAP,pain,0.08532249967120278
Cldn9,Excit-30,Adcyap1,Adcyap1r1,PACAP,pain,0.07041119018618189
Cldn9,Excit-31,Adcyap1,Adcyap1r1,PACAP,pain,0.09087449429000251
Cldn9,Excit-32,Adcyap1,Adcyap1r1,PACAP,pain,0.07090470977135903
Cldn9,Excit-34,Adcyap1,Adcyap1r1,PACAP,pain,0.08211111427331153
Cldn9,Excit-38,Adcyap1,Adcyap1r1,PACAP,pain,0.1427618789902463
Cldn9,Inhib-01,Adcyap1,Adcyap1r1,PACAP,pain,0.08629165440815041
Cldn9,Inhib-04,Adcyap1,Adcyap1r1,PACAP,pain,0.09447642606489917
Cldn9,Inhib-05,Adcyap1,Adcyap1r1,PACAP,pain,0.11481585298691888
Cldn9,Inhib-06,Adcyap1,Adcyap1r1,PACAP,pain,0.056573574724351386
Cldn9,Inhib-08,Adcyap1,Adcyap1r1,PACAP,pain,0.06985666775889719
Cldn9,Inhib-09,Adcyap1,Adcyap1r1,PACAP,pain,0.08716274077762179
Cldn9,Inhib-11,Adcyap1,Adcyap1r1,PACAP,pain,0.0927556632529646
Cldn9,Inhib-12,Adcyap1,Adcyap1r1,PACAP,pain,0.08545768843748498
Cldn9,Inhib-14,Adcyap1,Adcyap1r1,PACAP,pain,0.0842572875246623
Cldn9,Inhib-15,Adcyap1,Adcyap1r1,PACAP,pain,0.0980033481900882
Cldn9,Inhib-16,Adcyap1,Adcyap1r1,PACAP,pain,0.057935918749529754
Cldn9,Inhib-18,Adcyap1,Adcyap1r1,PACAP,pain,0.11048912013034323
Cldn9,Inhib-19,Adcyap1,Adcyap1r1,PACAP,pain,0.5826376529351615
Cldn9,Inhib-22,Adcyap1,Adcyap1r1,PACAP,pain,0.07663186067875818
Cldn9,Inhib-23,Adcyap1,Adcyap1r1,PACAP,pain,0.13008795784810465
Cldn9,Inhib-24,Adcyap1,Adcyap1r1,PACAP,pain,0.07211722169643715
Cldn9,MN-alpha,Adcyap1,Adcyap1r1,PACAP,pain,0.09662664350196556
Cldn9,MN-gamma,Adcyap1,Adcyap1r1,PACAP,pain,0.09038772663303844
Cldn9,PGC,Adcyap1,Adcyap1r1,PACAP,pain,0.0895621711069257
Mrgpra3,Inhib-19,Adcyap1,Adcyap1r1,PACAP,pain,0.07490607211547277
S100b/Prokr2,Inhib-19,Adcyap1,Adcyap1r1,PACAP,pain,0.1455927042642625
S100b/Wnt7a,Inhib-19,Adcyap1,Adcyap1r1,PACAP,pain,0.11113563015474581
Zcchc12/Dcn,Excit-01,Adcyap1,Adcyap1r1,PACAP,pain,0.052731355090639594
Zcchc12/Dcn,Excit-02,Adcyap1,Adcyap1r1,PACAP,pain,0.16934593719890595
Zcchc12/Dcn,Excit-05,Adcyap1,Adcyap1r1,PACAP,pain,0.0762365100330371
Zcchc12/Dcn,Excit-12,Adcyap1,Adcyap1r1,PACAP,pain,0.07490699947090623
Zcchc12/Dcn,Excit-13,Adcyap1,Adcyap1r1,PACAP,pain,0.14755211975146407
Zcchc12/Dcn,Excit-14,Adcyap1,Adcyap1r1,PACAP,pain,0.12776914093401331
Zcchc12/Dcn,Excit-18,Adcyap1,Adcyap1r1,PACAP,pain,0.07353912166106884
Zcchc12/Dcn,Excit-19,Adcyap1,Adcyap1r1,PACAP,pain,0.07486250758885153
Zcchc12/Dcn,Excit-21,Adcyap1,Adcyap1r1,PACAP,pain,0.08332130377446828
Zcchc12/Dcn,Excit-22,Adcyap1,Adcyap1r1,PACAP,pain,0.18272481253850098
Zcchc12/Dcn,Excit-25,Adcyap1,Adcyap1r1,PACAP,pain,0.058492314649105474
Zcchc12/Dcn,Excit-29,Adcyap1,Adcyap1r1,PACAP,pain,0.08243947978923408
Zcchc12/Dcn,Excit-30,Adcyap1,Adcyap1r1,PACAP,pain,0.06803201866633533
Zcchc12/Dcn,Excit-31,Adcyap1,Adcyap1r1,PACAP,pain,0.08780387429162528
Zcchc12/Dcn,Excit-32,Adcyap1,Adcyap1r1,PACAP,pain,0.06850886238311095
Zcchc12/Dcn,Excit-34,Adcyap1,Adcyap1r1,PACAP,pain,0.0793366060733313
Zcchc12/Dcn,Excit-38,Adcyap1,Adcyap1r1,PACAP,pain,0.13793800091468392
Zcchc12/Dcn,Inhib-01,Adcyap1,Adcyap1r1,PACAP,pain,0.08337588709864394
Zcchc12/Dcn,Inhib-04,Adcyap1,Adcyap1r1,PACAP,pain,0.09128409794778962
Zcchc12/Dcn,Inhib-05,Adcyap1,Adcyap1r1,PACAP,pain,0.1109362621614967
Zcchc12/Dcn,Inhib-06,Adcyap1,Adcyap1r1,PACAP,pain,0.054661971790156104
Zcchc12/Dcn,Inhib-08,Adcyap1,Adcyap1r1,PACAP,pain,0.0674962333739098
Zcchc12/Dcn,Inhib-09,Adcyap1,Adcyap1r1,PACAP,pain,0.08421753973924219
Zcchc12/Dcn,Inhib-11,Adcyap1,Adcyap1r1,PACAP,pain,0.08962147915903858
Zcchc12/Dcn,Inhib-12,Adcyap1,Adcyap1r1,PACAP,pain,0.08257010057048872
Zcchc12/Dcn,Inhib-14,Adcyap1,Adcyap1r1,PACAP,pain,0.08141026081927451
Zcchc12/Dcn,Inhib-15,Adcyap1,Adcyap1r1,PACAP,pain,0.09469184650623763
Zcchc12/Dcn,Inhib-16,Adcyap1,Adcyap1r1,PACAP,pain,0.05597828264793071
Zcchc12/Dcn,Inhib-18,Adcyap1,Adcyap1r1,PACAP,pain,0.10675572821959826
Zcchc12/Dcn,Inhib-19,Adcyap1,Adcyap1r1,PACAP,pain,0.5629505136240919
Zcchc12/Dcn,Inhib-22,Adcyap1,Adcyap1r1,PACAP,pain,0.07404249469932143
Zcchc12/Dcn,Inhib-23,Adcyap1,Adcyap1r1,PACAP,pain,0.12569232750058712
Zcchc12/Dcn,Inhib-24,Adcyap1,Adcyap1r1,PACAP,pain,0.0696804039193632
Zcchc12/Dcn,MN-alpha,Adcyap1,Adcyap1r1,PACAP,pain,0.09336166022771097
Zcchc12/Dcn,MN-gamma,Adcyap1,Adcyap1r1,PACAP,pain,0.08733355435757528
Zcchc12/Dcn,PGC,Adcyap1,Adcyap1r1,PACAP,pain,0.08653589408775043
Zcchc12/Sstr2,Excit-01,Adcyap1,Adcyap1r1,PACAP,pain,0.06514960664753423
Zcchc12/Sstr2,Excit-02,Adcyap1,Adcyap1r1,PACAP,pain,0.20922696139521754
Zcchc12/Sstr2,Excit-03,Adcyap1,Adcyap1r1,PACAP,pain,0.05695953936453374
Zcchc12/Sstr2,Excit-05,Adcyap1,Adcyap1r1,PACAP,pain,0.09419023334969866
Zcchc12/Sstr2,Excit-06,Adcyap1,Adcyap1r1,PACAP,pain,0.05846661852094024
Zcchc12/Sstr2,Excit-12,Adcyap1,Adcyap1r1,PACAP,pain,0.09254762261064818
Zcchc12/Sstr2,Excit-13,Adcyap1,Adcyap1r1,PACAP,pain,0.18230069273384095
Zcchc12/Sstr2,Excit-14,Adcyap1,Adcyap1r1,PACAP,pain,0.15785881586460415
Zcchc12/Sstr2,Excit-16,Adcyap1,Adcyap1r1,PACAP,pain,0.05463818633999933
Zcchc12/Sstr2,Excit-18,Adcyap1,Adcyap1r1,PACAP,pain,0.09085760912437205
Zcchc12/Sstr2,Excit-19,Adcyap1,Adcyap1r1,PACAP,pain,0.09249265287566055
Zcchc12/Sstr2,Excit-20,Adcyap1,Adcyap1r1,PACAP,pain,0.057998669073257035
Zcchc12/Sstr2,Excit-21,Adcyap1,Adcyap1r1,PACAP,pain,0.10294349835947816
Zcchc12/Sstr2,Excit-22,Adcyap1,Adcyap1r1,PACAP,pain,0.22575656630035934
Zcchc12/Sstr2,Excit-25,Adcyap1,Adcyap1r1,PACAP,pain,0.07226727408659894
Zcchc12/Sstr2,Excit-29,Adcyap1,Adcyap1r1,PACAP,pain,0.10185400453418923
Zcchc12/Sstr2,Excit-30,Adcyap1,Adcyap1r1,PACAP,pain,0.08405358155372399
Zcchc12/Sstr2,Excit-31,Adcyap1,Adcyap1r1,PACAP,pain,0.1084817157153688
Zcchc12/Sstr2,Excit-32,Adcyap1,Adcyap1r1,PACAP,pain,0.08464272212344535
Zcchc12/Sstr2,Excit-34,Adcyap1,Adcyap1r1,PACAP,pain,0.09802040303237762
Zcchc12/Sstr2,Excit-38,Adcyap1,Adcyap1r1,PACAP,pain,0.17042244573255996
Zcchc12/Sstr2,Inhib-01,Adcyap1,Adcyap1r1,PACAP,pain,0.1030109360745425
Zcchc12/Sstr2,Inhib-04,Adcyap1,Adcyap1r1,PACAP,pain,0.11278153319312595
Zcchc12/Sstr2,Inhib-05,Adcyap1,Adcyap1r1,PACAP,pain,0.13706178857619003
Zcchc12/Sstr2,Inhib-06,Adcyap1,Adcyap1r1,PACAP,pain,0.06753488421805105
Zcchc12/Sstr2,Inhib-08,Adcyap1,Adcyap1r1,PACAP,pain,0.08339161864780097
Zcchc12/Sstr2,Inhib-09,Adcyap1,Adcyap1r1,PACAP,pain,0.10405079819025302
Zcchc12/Sstr2,Inhib-11,Adcyap1,Adcyap1r1,PACAP,pain,0.11072736712996029
Zcchc12/Sstr2,Inhib-12,Adcyap1,Adcyap1r1,PACAP,pain,0.10201538655261276
Zcchc12/Sstr2,Inhib-14,Adcyap1,Adcyap1r1,PACAP,pain,0.10058240415654317
Zcchc12/Sstr2,Inhib-15,Adcyap1,Adcyap1r1,PACAP,pain,0.11699180766369421
Zcchc12/Sstr2,Inhib-16,Adcyap1,Adcyap1r1,PACAP,pain,0.06916118671800554
Zcchc12/Sstr2,Inhib-18,Adcyap1,Adcyap1r1,PACAP,pain,0.13189673750888498
Zcchc12/Sstr2,Inhib-19,Adcyap1,Adcyap1r1,PACAP,pain,0.6955255456946782
Zcchc12/Sstr2,Inhib-22,Adcyap1,Adcyap1r1,PACAP,pain,0.09147952667954887
Zcchc12/Sstr2,Inhib-23,Adcyap1,Adcyap1r1,PACAP,pain,0.15529291218100907
Zcchc12/Sstr2,Inhib-24,Adcyap1,Adcyap1r1,PACAP,pain,0.08609016207879804
Zcchc12/Sstr2,MN-alpha,Adcyap1,Adcyap1r1,PACAP,pain,0.11534836207681336
Zcchc12/Sstr2,MN-gamma,Adcyap1,Adcyap1r1,PACAP,pain,0.10790063528136169
Zcchc12/Sstr2,PGC,Adcyap1,Adcyap1r1,PACAP,pain,0.10691512575428566
Zcchc12/Trpm8,Inhib-19,Adcyap1,Adcyap1r1,PACAP,pain,0.11321480006589772
Atf3/Gfra3/Gal,Excit-01,Penk,Oprd1,Opioid,shared,0.050872783348718545
Atf3/Gfra3/Gal,Excit-18,Penk,Oprd1,Opioid,shared,0.0587248725417734
Atf3/Gfra3/Gal,Excit-19,Penk,Oprd1,Opioid,shared,0.06950001810463076
Atf3/Gfra3/Gal,Excit-21,Penk,Oprd1,Opioid,shared,0.0572125884844396
Atf3/Gfra3/Gal,Excit-22,Penk,Oprd1,Opioid,shared,0.1007527951833489
Atf3/Gfra3/Gal,Inhib-17,Penk,Oprd1,Opioid,shared,0.061151217132540056
Atf3/Gfra3/Gal,Inhib-19,Penk,Oprd1,Opioid,shared,0.5220116128413074
Atf3/Gfra3/Gal,Inhib-23,Penk,Oprd1,Opioid,shared,0.1218065957703128
Atf3/S100b/Gal,Inhib-19,Penk,Oprd1,Opioid,shared,0.05761580191959939
Th/Fam19a4,Inhib-19,Penk,Oprd1,Opioid,shared,0.06832963301554132
Zcchc12/Rxfp1,Inhib-19,Penk,Oprd1,Opioid,shared,0.08658811068449623
Zcchc12/Trpm8,Excit-01,Penk,Oprd1,Opioid,shared,0.09745527129524603
Zcchc12/Trpm8,Excit-08,Penk,Oprd1,Opioid,shared,0.09369814466241214
Zcchc12/Trpm8,Excit-12,Penk,Oprd1,Opioid,shared,0.07159190554672208
Zcchc12/Trpm8,Excit-14,Penk,Oprd1,Opioid,shared,0.05842466886807184
Zcchc12/Trpm8,Excit-18,Penk,Oprd1,Opioid,shared,0.1124972531207383
Zcchc12/Trpm8,Excit-19,Penk,Oprd1,Opioid,shared,0.1331388352192826
Zcchc12/Trpm8,Excit-21,Penk,Oprd1,Opioid,shared,0.10960022167520699
Zcchc12/Trpm8,Excit-22,Penk,Oprd1,Opioid,shared,0.19300872376181788
Zcchc12/Trpm8,Excit-24,Penk,Oprd1,Opioid,shared,0.06344391937200375
Zcchc12/Trpm8,Excit-25,Penk,Oprd1,Opioid,shared,0.07114898636938
Zcchc12/Trpm8,Excit-31,Penk,Oprd1,Opioid,shared,0.09430701663287112
Zcchc12/Trpm8,Inhib-11,Penk,Oprd1,Opioid,shared,0.06824330367521865
Zcchc12/Trpm8,Inhib-16,Penk,Oprd1,Opioid,shared,0.054946654381888914
Zcchc12/Trpm8,Inhib-17,Penk,Oprd1,Opioid,shared,0.11714531943014488
Zcchc12/Trpm8,Inhib-18,Penk,Oprd1,Opioid,shared,0.06879137025838222
Zcchc12/Trpm8,Inhib-19,Penk,Oprd1,Opioid,shared,1.0
Zcchc12/Trpm8,Inhib-22,Penk,Oprd1,Opioid,shared,0.08757026708104124
Zcchc12/Trpm8,Inhib-23,Penk,Oprd1,Opioid,shared,0.233340777817796
Atf3/Gfra3/Gal,Excit-01,Penk,Oprm1,Opioid,shared,0.09697845924194796
Atf3/Gfra3/Gal,Excit-02,Penk,Oprm1,Opioid,shared,0.17917762498759862
Atf3/Gfra3/Gal,Excit-04,Penk,Oprm1,Opioid,shared,0.2863430401536543
Atf3/Gfra3/Gal,Excit-05,Penk,Oprm1,Opioid,shared,0.1581199501893865
Atf3/Gfra3/Gal,Excit-06,Penk,Oprm1,Opioid,shared,0.11550797061565923
Atf3/Gfra3/Gal,Excit-08,Penk,Oprm1,Opioid,shared,0.5220116128413073
Atf3/Gfra3/Gal,Excit-09,Penk,Oprm1,Opioid,shared,0.1948296790193577
Atf3/Gfra3/Gal,Excit-10,Penk,Oprm1,Opioid,shared,0.09733427190652127
Atf3/Gfra3/Gal,Excit-11,Penk,Oprm1,Opioid,shared,0.07953520066534343
Atf3/Gfra3/Gal,Excit-12,Penk,Oprm1,Opioid,shared,0.05837516810690773
Atf3/Gfra3/Gal,Excit-13,Penk,Oprm1,Opioid,shared,0.3046762962653086
Atf3/Gfra3/Gal,Excit-19,Penk,Oprm1,Opioid,shared,0.18629352163490662
Atf3/Gfra3/Gal,Excit-20,Penk,Oprm1,Opioid,shared,0.14967096042438635
Atf3/Gfra3/Gal,Excit-21,Penk,Oprm1,Opioid,shared,0.160589032022981
Atf3/Gfra3/Gal,Excit-22,Penk,Oprm1,Opioid,shared,0.28070842803771057
Atf3/Gfra3/Gal,Excit-23,Penk,Oprm1,Opioid,shared,0.26278870022182715
Atf3/Gfra3/Gal,Excit-24,Penk,Oprm1,Opioid,shared,0.08671330694401744
Atf3/Gfra3/Gal,Excit-25,Penk,Oprm1,Opioid,shared,0.33138676476407236
Atf3/Gfra3/Gal,Excit-29,Penk,Oprm1,Opioid,shared,0.0736080370622682
Atf3/Gfra3/Gal,Excit-30,Penk,Oprm1,Opioid,shared,0.07964528554822439
Atf3/Gfra3/Gal,Excit-31,Penk,Oprm1,Opioid,shared,0.19742774573057598
Atf3/Gfra3/Gal,Excit-32,Penk,Oprm1,Opioid,shared,0.18852124757564567
Atf3/Gfra3/Gal,Excit-34,Penk,Oprm1,Opioid,shared,0.24765655501617503
Atf3/Gfra3/Gal,Excit-38,Penk,Oprm1,Opioid,shared,0.29430347942316054
Atf3/Gfra3/Gal,Inhib-01,Penk,Oprm1,Opioid,shared,0.19249122792742066
Atf3/Gfra3/Gal,Inhib-02,Penk,Oprm1,Opioid,shared,0.2170886543253476
Atf3/Gfra3/Gal,Inhib-03,Penk,Oprm1,Opioid,shared,0.5148798858415529
Atf3/Gfra3/Gal,Inhib-04,Penk,Oprm1,Opioid,shared,0.45119005064610673
Atf3/Gfra3/Gal,Inhib-05,Penk,Oprm1,Opioid,shared,0.08293941732531213
Atf3/Gfra3/Gal,Inhib-06,Penk,Oprm1,Opioid,shared,0.23590989567977064
Atf3/Gfra3/Gal,Inhib-07,Penk,Oprm1,Opioid,shared,0.33743842487881415
Atf3/Gfra3/Gal,Inhib-08,Penk,Oprm1,Opioid,shared,0.3895942403854831
Atf3/Gfra3/Gal,Inhib-09,Penk,Oprm1,Opioid,shared,0.1617294518915588
Atf3/Gfra3/Gal,Inhib-11,Penk,Oprm1,Opioid,shared,0.31202948688535515
Atf3/Gfra3/Gal,Inhib-12,Penk,Oprm1,Opioid,shared,0.20268548400423905
