cluster,gene,score,pvals_adj,logfoldchanges
8,Cntnap4,60.92847,0.0,6.215813
8,Hs3st5,60.769188,0.0,6.040201
8,Pax2,60.53983,0.0,7.191036
8,Negr1,60.39541,0.0,5.676014
8,Apba2,59.714558,0.0,5.370043
8,Bcl11a,58.403625,0.0,6.985209
8,Ebf2,56.6756,0.0,7.306685
8,Mgat4c,56.367565,0.0,6.089459
8,Grm5,56.054005,0.0,5.906561
8,Runx1t1,55.609627,0.0,5.5646863
8,Ptchd4,55.135487,0.0,5.8109384
8,Kctd16,54.23443,0.0,5.9604926
8,Syt1,54.227364,0.0,5.3515205
8,Egfem1,54.162277,0.0,5.8553314
8,Grm8,53.831028,0.0,6.225781
8,Gabbr2,53.146214,0.0,4.95339
8,Trpm3,53.0677,0.0,6.4227953
8,Nyap2,52.905704,0.0,5.180443
8,Plcxd3,52.871223,0.0,5.3146296
8,Spock1,52.620953,0.0,5.4528775
8,Rbfox1,52.56299,0.0,4.814489
8,Kirrel3,52.28071,0.0,5.80491
8,Cntnap5b,52.003025,0.0,5.4605017
8,Rab3c,51.949932,0.0,4.950422
8,Khdrbs2,51.579826,0.0,5.3068976
8,Bicc1,49.924572,0.0,5.1980877
8,Thsd7a,49.87404,0.0,5.0084906
8,Kcnj3,49.58578,0.0,4.969726
8,Pid1,49.378063,0.0,4.8578672
8,Sgcd,49.200737,0.0,5.640821
8,Garnl3,49.174534,0.0,4.6213193
8,Kcnc2,49.14467,0.0,5.2486444
8,Frmd5,49.10787,0.0,4.813628
8,Plcb1,48.620224,0.0,4.9562716
8,Gad2,48.388313,0.0,5.948958
8,Cdk14,48.03866,0.0,4.7816625
9,Slc4a4,72.16462,0.0,10.016096
9,Slc1a2,70.17596,0.0,10.86397
9,Npas3,68.939644,0.0,7.7320356
9,Ctnna3,67.65528,0.0,7.313194
9,Ntm,65.44851,0.0,6.95028
9,Atp1a2,63.25942,0.0,11.24973
9,Gabrb1,60.86798,0.0,6.257764
9,Zbtb20,59.893147,0.0,5.5105085
9,Nfia,58.218826,0.0,6.89993
9,Msi2,57.486046,0.0,5.57302
9,Gm3764,57.43776,0.0,8.82533
9,Sparcl1,57.28307,0.0,7.093243
9,Trpm3,56.49142,0.0,7.6779065
9,Fry,55.725433,0.0,5.1922555
9,Trps1,55.488003,0.0,6.2547846
9,Sox6,55.203064,0.0,8.935658
9,Rora,52.64398,0.0,5.25933
9,Rorb,52.39634,0.0,7.937536
9,Maml2,51.82801,0.0,6.232532
9,Ctnnd2,51.112785,0.0,4.389035
9,Qk,50.742424,0.0,5.721406
9,Slc39a12,50.581207,0.0,9.472876
9,Itpkb,50.535145,0.0,8.023546
9,Farp1,50.47589,0.0,5.4664598
9,Plce1,49.91737,0.0,6.9047194
9,Macf1,49.725258,0.0,4.209678
9,Cdh20,49.49885,0.0,6.452727
9,Lgi1,49.069553,0.0,6.6020217
9,Dtna,48.76818,0.0,4.5967765
9,Tnik,48.609592,0.0,4.3366017
9,Erbb4,48.429863,0.0,6.5236506
9,Lrig1,48.085438,0.0,7.8206077
9,Rgs6,48.056126,0.0,5.5159187
9,Phkg1,47.622475,0.0,8.521407
9,Wdr17,47.164505,0.0,5.818846
9,Pitpnc1,47.057106,0.0,4.967659
9,Nhsl1,46.9642,0.0,7.308131
9,Aldh1a1,46.88387,0.0,7.699553
9,Ptprz1,46.758472,0.0,5.9755673
9,Gabra2,46.448254,0.0,5.3687587
9,Nfib,46.239155,0.0,5.9517236
9,Arhgef26,45.96359,0.0,7.9294386
9,Hdac8,44.982056,0.0,4.3805842
9,Mgat4c,44.58747,0.0,5.2374854
9,Lhfp,44.421738,0.0,7.5683126
9,Apoe,44.013912,0.0,7.6154137
9,Rfx4,43.906265,0.0,8.38948
9,Shroom3,43.899963,0.0,7.6528378
9,Slc6a11,43.721825,0.0,7.5144544
9,Gpc5,43.531837,0.0,5.6603885
10,Zeb2,48.878147,0.0,6.634371
10,Plxdc2,47.48233,0.0,5.831356
10,Qk,46.601994,0.0,5.427661
10,Tmcc3,46.567307,0.0,6.0905824
10,Dock10,46.485714,0.0,5.7236347
10,Plcl1,44.23822,0.0,5.3504496
10,Prr5l,44.047333,0.0,7.271598
10,Mbp,43.310467,0.0,6.2971716
10,St18,43.064503,0.0,6.99075
10,Elmo1,42.48221,0.0,5.151402
10,Rnf220,40.70533,0.0,5.587349
10,Cdk19,39.20768,0.0,5.0325985
10,Plp1,39.094215,0.0,5.8071117
10,Foxn3,38.84949,0.0,4.1684923
10,Pip4k2a,38.447693,0.0,4.552738
10,St6galnac3,37.341557,4.976011071547073e-302,4.4297585
10,Phlpp1,36.18793,1.2142781547675284e-283,3.8560672
10,Neat1,35.949654,6.28761914299166e-280,5.2522073
10,Map7,35.45905,2.4639775325224823e-272,4.1747007
10,Gab1,35.262108,2.5071541470927856e-269,5.090571
10,Fnbp1,35.066746,2.3261177090833375e-266,3.477328
10,Mobp,34.992294,3.036906710634784e-265,5.780313
10,Enpp2,34.87337,1.8667360515108627e-263,4.583505
10,Prkca,34.803318,2.067636503556828e-262,4.087373
10,Lrmda,34.33515,2.1590994812093195e-255,4.624855
10,Bcas1,34.26994,1.9557800765379023e-254,5.7776203
10,Sec14l5,34.24124,5.0568997035427006e-254,5.8715744
10,Tbc1d5,34.160046,7.883014648181961e-253,3.60145
10,Wipf1,34.157654,8.287505975601269e-253,5.304894
10,Dock4,33.982124,3.195064738971111e-250,4.1315527
10,Ssh2,33.54592,7.823977881735212e-244,3.5794623
10,Dock1,33.45547,1.57758076961251e-242,4.942022
10,Mag,33.344532,6.257246944672452e-241,5.593746
10,Cdh20,33.2875,4.078239232410139e-240,4.392244
10,Dip2b,33.2802,5.063696560911646e-240,3.4848144
10,Mog,33.195187,8.34565661921327e-239,5.626422
10,Rab31,33.06083,7.003047655697416e-237,4.2816253
10,Aspa,32.988834,7.380566757529456e-236,5.62579
10,Frmd4b,32.983402,8.620173417791122e-236,3.5848353
10,Slc24a2,32.847557,7.39533332901635e-234,3.2756999
10,Maml2,32.77461,7.933296089624471e-233,4.125418
10,Zfp536,32.571426,5.963158489319949e-230,4.124405
10,Gatm,32.540573,1.5942347978313602e-229,5.484915
10,Dscaml1,32.526596,2.459941225102494e-229,4.4645367
10,Fa2h,32.496998,6.3106078892004074e-229,5.4676824
10,Arhgap23,32.065796,6.953122150843205e-223,3.6444013
10,Mbnl1,31.939169,3.9360294058774843e-221,3.5732121
10,Epb41l2,31.930332,5.118634465343726e-221,4.812993
10,Zdhhc14,31.628174,7.500542168369039e-217,3.5540311
10,Ptprk,31.560272,6.301489908708259e-216,4.3847203
11,Pou6f2,70.934395,0.0,10.615353
11,Syt1,67.45665,0.0,6.5616574
11,Ndst4,65.92034,0.0,8.211474
11,Sgcd,65.00811,0.0,7.7478294
11,Ldb2,61.926205,0.0,7.403355
11,Auts2,60.880962,0.0,6.5293603
11,Hs6st3,60.669716,0.0,6.758864
11,Ptprm,59.823338,0.0,6.614246
11,Gabrb1,59.458538,0.0,6.2732873
11,Xylt1,58.421356,0.0,6.6318035
11,Zfhx3,57.565178,0.0,7.3371844
11,Sntg2,57.559933,0.0,7.821821
11,Pitx2,57.332726,0.0,12.210064
11,Shisa6,56.900585,0.0,6.818956
11,Gpc6,56.76282,0.0,6.835464
11,Prima1,56.552753,0.0,7.044654
11,Gm45881,56.31976,0.0,5.761989
11,Frmpd3,56.07669,0.0,6.059887
11,Meis2,55.869263,0.0,6.9764585
11,Cdh18,55.770363,0.0,6.187722
11,Cdh6,55.37375,0.0,6.7212925
11,Rimbp2,55.20981,0.0,5.7052727
11,Vsnl1,54.976566,0.0,5.9086337
11,Erc2,54.429947,0.0,5.4195347
11,Chl1,54.422707,0.0,6.19611
11,Ebf1,54.33084,0.0,7.1200647
11,Rbfox1,53.921043,0.0,4.978759
11,Cacna1d,53.88244,0.0,5.5913005
11,Rcan2,53.605137,0.0,5.625553
11,Pbx1,53.47307,0.0,5.7536063
11,Maml2,53.19578,0.0,6.4228234
11,Zfp385b,52.938046,0.0,6.3923535
11,Dlgap2,52.755554,0.0,5.8012776
11,Siah3,52.643864,0.0,6.628164
11,Gpc4,52.529396,0.0,9.023218
11,Sorcs1,52.41077,0.0,6.2391586
11,Mpped2,52.36404,0.0,6.2480407
11,Cadps,52.081467,0.0,4.909146
11,Unc13c,52.05114,0.0,6.732356
11,Stx3,51.891933,0.0,5.592512
11,Chat,51.775856,0.0,6.095946
11,Elavl2,51.49675,0.0,5.6996655
11,Fam163a,51.234177,0.0,7.2207704
11,Gnas,50.735615,0.0,5.3759427
11,Ext1,50.4881,0.0,5.3118105
11,Hdac9,50.458126,0.0,5.9573073
11,Kctd8,50.38997,0.0,6.184066
11,Rph3a,50.28821,0.0,5.6372757
11,Lrrc3b,50.27668,0.0,5.760115
11,Bmpr1b,50.04906,0.0,7.134888
12,Kitl,62.273197,0.0,8.87674
12,Pde1a,61.854427,0.0,8.303065
12,Klhl1,61.42694,0.0,8.185547
12,A830018L16Rik,60.54932,0.0,7.8539095
12,Slit3,60.190468,0.0,8.079559
12,Lsamp,59.700474,0.0,2.989172
12,Ppp2r2b,59.21723,0.0,5.8309493
12,Fbxl7,59.19629,0.0,8.055228
12,Foxp2,59.082188,0.0,9.188998
12,Dab1,58.757584,0.0,6.3259788
12,Thsd7b,57.878212,0.0,7.389766
12,Khdrbs3,57.65413,0.0,6.5373225
12,Csmd1,57.60987,0.0,5.1448836
12,Stac,57.23436,0.0,7.465726
12,Ankfn1,57.163906,0.0,8.067006
12,Creb5,56.93761,0.0,8.251792
12,Dgkb,56.479713,0.0,6.4877276
12,Gabrg3,55.918713,0.0,7.5398536
12,Alk,55.850792,0.0,7.0417237
12,Sema3c,55.016598,0.0,7.5059905
12,Nwd2,54.369144,0.0,7.1897593
12,Nav2,54.309166,0.0,5.6616473
12,Adcy2,54.288925,0.0,6.775639
12,Prima1,54.18989,0.0,7.158745
12,Pard3b,54.005436,0.0,7.294504
12,Prlr,53.81937,0.0,7.883711
12,Lingo2,53.21601,0.0,4.8194356
12,Igsf9b,53.1252,0.0,6.0039654
12,Tead1,52.996773,0.0,6.3857465
12,Ptchd4,52.676773,0.0,6.518788
12,Grin2a,52.478676,0.0,6.1589217
12,Nrg1,52.343693,0.0,4.754282
12,Tenm2,51.860424,0.0,5.601383
12,Hpgds,51.838757,0.0,7.8339744
12,Sorcs3,51.628883,0.0,6.643263
12,Cdh11,50.985855,0.0,6.2366166
12,Fbn2,50.763496,0.0,7.143988
12,Pbx3,50.623295,0.0,6.322721
12,Galnt17,50.481586,0.0,5.7930393
12,Efna5,50.370712,0.0,6.0331764
12,Maml2,50.22028,0.0,6.4594355
12,Cacna1e,50.028084,0.0,6.621788
12,Cntn6,49.96324,0.0,5.7514873
12,Fign,49.844822,0.0,6.4799337
12,Slc44a5,49.652523,0.0,6.1529284
12,Pde7b,49.418736,0.0,6.0535083
12,Fgf13,49.19224,0.0,6.404412
12,Zfp804a,48.53039,0.0,5.978171
12,Adamtsl1,48.43748,0.0,6.6100903
12,Gpr149,48.397156,0.0,6.3603473
13,Vcan,35.076523,3.9606504662164096e-265,8.0788
13,Megf11,14.334314,2.342504606138921e-45,4.0143027
13,Sox6,13.219858,9.345125592984139e-39,3.5701783
13,Pdgfra,11.184966,4.603097179882831e-28,7.328662
13,Mybpc1,10.458655,1.133757378679485e-24,6.7129364
13,Chodl,10.118727,3.6671726481744483e-23,3.925942
13,Ppfibp1,9.094511,6.575355039281347e-19,2.9336197
13,Arhgap31,8.419357,2.3434621533680095e-16,2.5272076
13,Bcas1,7.72524,6.317741240877086e-14,2.5998406
13,Spon1,7.432728,5.788587625121277e-13,2.3467824
13,Gm42418,7.372448,9.029774257105611e-13,0.26511875
13,Gm38505,7.061162,8.499927392075947e-12,4.800926
13,Itga9,7.0303674,1.0570286241581465e-11,2.0853245
13,Sema3d,6.4074135,6.985623107970711e-10,2.1368334
13,Afap1l2,6.016544,7.956345139882786e-09,4.195049
13,Gjc3,5.945921,1.2140848955371986e-08,2.5162919
13,Gm4876,5.9407606,1.2518579276475509e-08,1.6354412
13,Rgcc,5.871037,1.8937956570907446e-08,4.0260177
13,Ntn1,5.733369,4.22501578740035e-08,3.2485464
13,Adam12,5.727552,4.3644302873874515e-08,2.2089462
13,Cspg4,5.669149,6.091424271710675e-08,5.265858
13,Ptprz1,5.5991154,9.046653383885176e-08,1.3259825
13,Zcchc24,5.143195,1.0621570004881238e-06,2.7550495
13,Kcnip3,4.9922085,2.29858712324762e-06,2.1840189
13,Sox5,4.705849,9.358733838577425e-06,1.1678263
13,Tns3,4.603387,1.5182680948875413e-05,1.7557939
13,Sox10,4.472825,2.7615601356738032e-05,2.8333423
13,Neu4,4.4422092,3.172608282228227e-05,6.3302917
13,Matn4,4.388181,4.0364670022868976e-05,3.9448836
13,Susd5,4.3597846,4.5780817777684754e-05,4.304515
13,Lrrc4c,4.3410487,4.974249941788311e-05,-0.78449625
13,Atp1a2,4.2430573,7.63787628890882e-05,1.6565288
13,Dock1,4.003871,0.00020848330379090593,1.2448525
13,Emid1,3.8430552,0.0003972541236534272,2.8575394
13,Sh3bp4,3.8423994,0.00039826681492625824,2.1973517
13,Calcrl,3.8162196,0.00044089712146183884,2.52222
13,Cd9,3.783521,0.0005008700859542118,2.9807434
13,Cacng4,3.7741268,0.0005192749601559772,1.2795753
13,Nlgn1,3.6891873,0.0007181752949950562,-1.0964414
13,Tcf7l2,3.563638,0.0011492138590895006,2.3374772
13,Adarb2,3.506354,0.001416873955109895,0.67034054
13,Dscaml1,3.4656982,0.0016377388639758049,0.7857217
13,Mertk,3.3618925,0.0023639628596192138,2.026579
13,Nrxn1,3.358717,0.0023895938455008553,-1.1318818
13,Erbb4,3.3407068,0.00253958774583959,0.48167178
13,Kcnh8,3.2928233,0.0029941968982799506,1.1686536
13,Olig1,3.1508262,0.0048094261611587065,3.4047644
13,Cobll1,3.1429026,0.004935876703816577,1.3575497
13,Scrg1,3.0313385,0.007064256932552112,3.329299
13,Gm2164,2.9952497,0.007914513480532868,1.6072423
14,Malat1,16.427948,3.3576658054143525e-59,0.31646308
14,3300002A11Rik,15.124065,2.2308058075508665e-50,5.632611
14,Meg3,9.189236,2.782878366878808e-19,0.3281594
14,1700007G11Rik,6.7627363,6.870474557042531e-11,3.427887
14,Snhg11,5.8839273,1.7946106239110964e-08,-0.17987342
14,Dnah11,4.93553,3.1461671740165627e-06,3.6700833
14,Dnah12,4.863858,4.483822438283686e-06,4.1129174
14,Hydin,4.85259,4.733467511064084e-06,3.7504125
14,Spag16,3.9300747,0.00028701972203502477,2.752273
14,Wdr49,3.0567129,0.006635128555386526,3.133013
14,Gm45783,2.3153152,0.05475677575462012,3.729341
14,Dnah6,1.7235488,0.20501101076343264,3.0658758
14,Gm10714,1.2161185,0.4904632279553368,2.9255254
14,Rgs5,0.32227126,1.0,0.64382374
14,Mgp,0.12426593,1.0,1.2992755
14,Grrp1,0.11130189,1.0,1.5718161
14,Hba-a2,0.104620434,1.0,0.8846143
14,Hbb-bt,0.09275984,1.0,1.002898
14,Cd248,0.090263,1.0,3.9388938
14,Ccrl2,0.08305116,1.0,2.93271
14,Sox18,0.07706199,1.0,1.1428865
14,Hbb-bs,0.07336898,1.0,0.40487537
14,Cavin1,0.0720168,1.0,1.014305
14,Gm42601,0.07142755,1.0,2.5381267
14,Pdzd3,0.06201472,1.0,2.3157282
14,1700012P22Rik,0.057700083,1.0,0.9747877
14,Cd300c2,0.055362698,1.0,1.6254059
14,Ndufa4l2,0.052815326,1.0,1.0207273
14,Vtn,0.051246278,1.0,0.51971525
14,1600014C23Rik,0.050116837,1.0,6.398713
14,Gm3371,0.04956242,1.0,5.8028865
14,Serpina7,0.048453584,1.0,5.147048
14,Olfr317,0.048453584,1.0,4.9563575
14,Gm45431,0.047899168,1.0,4.6332197
14,Gm47348,0.04734475,1.0,4.654846
14,S100a14,0.04734475,1.0,4.5249357
14,Gm5129,0.047343772,1.0,4.637376
14,Gm40614,0.046790335,1.0,4.3880424
14,Ccl27,0.046790335,1.0,4.5480704
14,Gm26831,0.046790335,1.0,4.396275
14,Tlr12,0.046787392,1.0,4.0006104
14,She,0.04628498,1.0,1.1832167
14,Upk3b,0.04623592,1.0,4.2703986
14,4930555A03Rik,0.0456815,1.0,4.0384703
14,7420426K07Rik,0.0456815,1.0,4.3158836
14,Tnnc2,0.0456815,1.0,4.085298
14,Hist1h4j,0.04568052,1.0,3.8703575
14,Sval2,0.04567954,1.0,3.75251
14,Defb35,0.045127083,1.0,3.9181342
14,Gm15462,0.045127083,1.0,3.946235
15,Slc17a6,19.467821,2.762269228980891e-82,5.4783325
15,Nrn1,17.933088,3.8985275320775264e-70,5.722442
15,Malat1,14.331994,2.6297793854341523e-45,0.31425408
15,Meg3,9.901623,3.4384898351811673e-22,0.2830493
15,D130009I18Rik,9.826024,7.199389151124874e-22,4.7260323
15,Snhg11,5.341843,3.970750824637166e-07,0.020225184
15,Gm42418,1.3042449,0.4338194617209463,-0.54447275
15,Hba-a1,0.26847732,0.9999396336123012,1.2598282
15,Gm13974,0.20877977,0.9999396336123012,1.1681908
15,C130074G19Rik,0.17973214,0.9999396336123012,1.9676694
15,Cldn5,0.17079377,0.9999396336123012,0.8647371
15,Kcnj8,0.1517293,0.9999396336123012,2.193854
15,Vtn,0.13480307,0.9999396336123012,0.8414517
15,Ifitm1,0.12140577,0.9999396336123012,2.4084563
15,Fmo2,0.119869076,0.9999396336123012,2.6715846
15,Tbx1,0.118274994,0.9999396336123012,2.5418572
15,1700025L06Rik,0.089079276,0.9999396336123012,3.4191284
15,Esam,0.08682931,0.9999396336123012,1.015105
15,Gm48510,0.07697118,0.9999396336123012,1.7332193
15,Ndufa4l2,0.06417237,0.9999396336123012,1.1772083
15,Dsp,0.061521195,0.9999396336123012,2.0967147
15,Foxf2,0.060989834,0.9999396336123012,1.6946532
15,Higd1b,0.05986972,0.9999396336123012,1.4967151
15,Gm10165,0.056758918,0.9999396336123012,1.8497884
15,Gm4070,0.055150997,0.9999396336123012,1.6292417
15,Ticam2,0.053016838,0.9999396336123012,7.0435925
15,Gm28706,0.05195616,0.9999396336123012,6.242167
15,4930519P11Rik,0.05195616,0.9999396336123012,5.9245505
15,1700023G09Rik,0.051425826,0.9999396336123012,5.744107
15,Gbp3,0.05037386,0.9999396336123012,1.5894724
15,Srgn,0.049087215,0.9999396336123012,0.9761047
15,Gm2814,0.04877209,0.9999396336123012,3.9688518
15,Gm13869,0.048243802,0.9999396336123012,4.153524
15,Gm47902,0.048243802,0.9999396336123012,4.111731
15,Sval2,0.048243802,0.9999396336123012,3.9071143
15,Olfr365,0.04824175,0.9999396336123012,3.7627816
15,Gm27028,0.047712438,0.9999396336123012,3.944398
15,Scgb3a1,0.04771039,0.9999396336123012,3.9977343
